station_id,station_name,state,latitude,longitude,operator_id,last_verified,charger_count
460266,Armadale Shopping Center Mall,WESTERN AUSTRALIA,-32.15264094012242,116.01653885290102,3398,2025-08-09T08:12:00Z,2
460223,NRMA - Deloraine,TASMANIA,-41.4839213062893,146.597764437431,3388,2025-08-07T05:39:00Z,2
460216,Waterview Motel,NEW SOUTH WALES,-29.44986685538678,153.20044831227457,1,2025-08-06T02:54:00Z,1
460104,Falls Creek Gully Carpark,VICTORIA,-36.86168140570233,147.2772150957304,3339,2025-07-30T00:34:00Z,1
460103,Mallacoota,VICTORIA,-37.55807482068432,149.75830562547122,3339,2025-07-30T00:24:00Z,2
459875,Dunsborough Centerpoint,WESTERN AUSTRALIA,-33.615314287255,115.10430380966926,3716,2025-07-17T12:55:00Z,2
459866,Busselton Supercharger,WESTERN AUSTRALIA,-33.65033638751631,115.3419239059312,3534,2025-12-01T12:18:00Z,1
459819,Erldunda Roadhouse,NORTHERN TERRITORY,-25.197621043537964,133.2007686397002,3388,2025-07-16T04:34:00Z,1
459292,Packenham Supercharger,VICTORIA,-38.06062002503898,145.45191319274613,3534,2025-07-08T02:49:00Z,1
459291,Abbotsford Supercharger ,VICTORIA,-37.809084572181135,144.99588508312934,3534,2025-07-08T02:44:00Z,1
313013,RAC Rockingham,WESTERN AUSTRALIA,-32.278405892367665,115.73343448114484,3339,2025-06-03T07:52:00Z,2
312994,Friday Drive,NEW SOUTH WALES,-36.49933162239967,148.3139436831202,3622,2025-06-06T15:29:00Z,5
312659,Evie 300kW Charger,NEW SOUTH WALES,-31.090167611011005,150.93009578041267,3398,2025-05-20T02:24:00Z,2
312348,UQ Sport Synthetic Playing Fields Carpark,QUEENSLAND,-27.49556916265702,153.01687437525777,1,2025-05-09T05:39:00Z,2
312274,Tesla Supercharger - Coles Tenterfield,NEW SOUTH WALES,-29.05609836727929,152.0175413889591,3534,2025-05-07T05:24:00Z,1
312205,Raintrees Shopping Centre,QUEENSLAND,-16.92767444041077,145.74067618608592,3398,2025-05-05T11:24:00Z,2
312202,North Coogee,WESTERN AUSTRALIA,-32.103569887176576,115.76179172018556,3339,2025-05-02T08:23:00Z,1
311913,Ibis Styles - Orange,NEW SOUTH WALES,-33.29624580559161,149.1158097006989,3775,2025-04-28T10:59:00Z,1
